name,email,phone,location,skills,experience_years,education,category,resume_text
Jessica Martinez,alex.johnson@gmail.com,+1-555-1065,"Los Angeles, CA",Not specified,4,B.A,HR,"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill Details 
Company Details 
company - Anything IT Solution
description - Hr"
Ryan Patel,sarah.chen@yahoo.com,+1-555-1066,"Chicago, IL",Not specified,2,B.A,HR,"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill Details 
Company Details 
company - Anything IT Solution
description - Hr"
Amanda Wilson,michael.r@hotmail.com,+1-555-1067,"Denver, CO",Not specified,4,Ba,HR,"Education Details 
 BBA   lovely professional university
HR 


Skill Details 
Communication- Exprience - 6 monthsCompany Details 
company - 
description - "
Kevin Lee,emily.davis@outlook.com,+1-555-1068,"Atlanta, GA",Not specified,4,Mba,HR,"Education Details 
 MBA   ACN College of engineering & mgt
HR 


Skill Details 
Company Details 
company - HR Assistant
description - "
Lisa Thompson,david.kim@company.com,+1-555-1069,"Portland, OR","Go, Scrum",7,Mba,HR,KEY SKILLS: â¢ Computerized accounting with tally â¢ Sincere & hard working â¢ Management accounting & income tax â¢ Good communication & leadership â¢ Two and four wheeler driving license â¢ Internet & Ecommerce management COMPUTER SKILLS: â¢ C Language â¢ Web programing â¢ Tally â¢ Dbms ...
James Anderson,alex.johnson@gmail.com,+1-555-1070,"San Francisco, CA",Not specified,2,Be,HR,"Training in Special Education (Certificate Course) Education Details 
July 2016 to October 2018 M.Sc Psychology with specialization in Organizational Behaviour Malappuram, Kerala Calicut University
July 2013 to March 2016 BSc Psychology Thrissur Prajyoti Niketan College
HR 


Skill Details 
C..."
Maria Garcia,sarah.chen@yahoo.com,+1-555-1071,"New York, NY",Not specified,2,Mba,HR,"Computer Knowledge: â¢ Proficient in basic use of MS office â¢ Microsoft Dynamics AX software â¢ SAIBA softwareEducation Details 
 MBA   Distance education Bharathiar University
 BE   PA College of Engineering and Technology
 HSC   R.V.G. Hr Sec School
 SSC   G.Hr.Sec School
HR 

Admin in ..."
Robert Taylor,michael.r@hotmail.com,+1-555-1072,"Seattle, WA","Java, Go",3,Be,HR,"SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Programming â¢ Tools & Software know MATLAB. DBMS KEY STRENGTHS: â¢ Posse's Good communication and analytic skills. â¢ Positive thinking. Sincere, Hard work, Honesty, Responsibility. â¢ Enthusiastic to ..."
Jennifer Brown,emily.davis@outlook.com,+1-555-1073,"Austin, TX",Not specified,3,Mba,HR,"TECHNICAL SKILLS â¢ Typewriting â¢ TORA â¢ SPSSEducation Details 
January 2017 MBA  Chidambaram, Tamil Nadu SNS College of Engineering
January 2014 HSC   at SAV Higher Secondary School
 MBA   SNS College of Engineering
 SSLC Finance  at Kamaraj Matriculation School
HR 


Skill Details 
H..."
Christopher Moore,david.kim@company.com,+1-555-1074,"Boston, MA","Windows, REST",6,Ba,HR,"I.T. Skills â¢ Windows XP, Ms Office (Word, Excel: Look-ups; Pivot table; other basic functions ; Power Point) â¢ Saral Payment Package- payroll software â¢ Internet ApplicationsEducation Details 
January 2006 Bachelor in Hospitality Management International Hospitality Management  Queen Margare..."
Alex Johnson,alex.johnson@gmail.com,+1-555-1075,"Los Angeles, CA",Not specified,4,Mba,HR,"Education Details 
 BA   mumbai University
HR 


Skill Details 
Hr Operations- Exprience - Less than 1 year monthsCompany Details 
company - Mumbai Monorail
description - "
Sarah Chen,sarah.chen@yahoo.com,+1-555-1076,"Chicago, IL",Not specified,4,B.A,HR,"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill Details 
Company Details 
company - Anything IT Solution
description - Hr"
Michael Rodriguez,michael.r@hotmail.com,+1-555-1077,"Denver, CO",Not specified,2,B.A,HR,"Education Details 
June 2012 to May 2015 B.A Economics Chennai, Tamil Nadu Sdnbvc
Hr 


Skill Details 
Company Details 
company - Anything IT Solution
description - Hr"
Emily Davis,emily.davis@outlook.com,+1-555-1078,"Atlanta, GA",Not specified,1,Ba,HR,"Education Details 
 BBA   lovely professional university
HR 


Skill Details 
Communication- Exprience - 6 monthsCompany Details 
company - 
description - "
David Kim,david.kim@company.com,+1-555-1079,"Portland, OR",Not specified,4,Mba,HR,"Education Details 
 MBA   ACN College of engineering & mgt
HR 


Skill Details 
Company Details 
company - HR Assistant
description - "
Jessica Martinez,alex.johnson@gmail.com,+1-555-1080,"San Francisco, CA","Go, Scrum",7,Mba,HR,KEY SKILLS: â¢ Computerized accounting with tally â¢ Sincere & hard working â¢ Management accounting & income tax â¢ Good communication & leadership â¢ Two and four wheeler driving license â¢ Internet & Ecommerce management COMPUTER SKILLS: â¢ C Language â¢ Web programing â¢ Tally â¢ Dbms ...
Ryan Patel,sarah.chen@yahoo.com,+1-555-1081,"New York, NY",Not specified,4,Be,HR,"Training in Special Education (Certificate Course) Education Details 
July 2016 to October 2018 M.Sc Psychology with specialization in Organizational Behaviour Malappuram, Kerala Calicut University
July 2013 to March 2016 BSc Psychology Thrissur Prajyoti Niketan College
HR 


Skill Details 
C..."
Amanda Wilson,michael.r@hotmail.com,+1-555-1082,"Seattle, WA",Not specified,4,Mba,HR,"Computer Knowledge: â¢ Proficient in basic use of MS office â¢ Microsoft Dynamics AX software â¢ SAIBA softwareEducation Details 
 MBA   Distance education Bharathiar University
 BE   PA College of Engineering and Technology
 HSC   R.V.G. Hr Sec School
 SSC   G.Hr.Sec School
HR 

Admin in ..."
Kevin Lee,emily.davis@outlook.com,+1-555-1083,"Austin, TX","Java, Go",3,Be,HR,"SOFTWARE SKILLS: â¢ General Computer Proficiency â¢ Program Langages known C, C+, Java, Web Programming â¢ Tools & Software know MATLAB. DBMS KEY STRENGTHS: â¢ Posse's Good communication and analytic skills. â¢ Positive thinking. Sincere, Hard work, Honesty, Responsibility. â¢ Enthusiastic to ..."
Lisa Thompson,david.kim@company.com,+1-555-1084,"Boston, MA","Go, Windows, REST",3,B.S,Advocate,"TECHNICAL QUALIFICATIONS: â¢ Windows, Ms. OfficeEducation Details 
 LL.B  Guwahati, Assam University Law College, Guwahati University
 B.Sc  Jagiroad, ASSAM, IN Jagiroad College
    Morigaon College
Advocate 

Advocate - Gauhati High Court
Skill Details 
Company Details 
company - Gauhati ..."
James Anderson,alex.johnson@gmail.com,+1-555-1085,"Los Angeles, CA",Not specified,2,Be,Advocate,"Education Details 
 B.Com, LL.B.,   University of Clacutta, University of Burdwan
ADVOCATE 


Skill Details 
Taxation matters Income Tax GST P Tax Accounts- Exprience - Less than 1 year months
Filing of Income Tax Returns GST Returns e-TDS AIR and more- Exprience - Less than 1 year monthsComp..."
Maria Garcia,sarah.chen@yahoo.com,+1-555-1086,"Chicago, IL",Not specified,4,Not specified,Advocate,"Education Details 
 LLB.   Dibrugarh University
Advocate 


Skill Details 
Legal.- Exprience - Less than 1 year monthsCompany Details 
company - Legal.
description - â¢ Advocate"
Robert Taylor,michael.r@hotmail.com,+1-555-1087,"Denver, CO",Not specified,1,Be,Advocate,"Education Details 
November 2016 to January 2019 Llm Masters in Law Hyderabad, Telangana Sultan Ul Uloom College Of Law
September 2011 to May 2016 BA.llb Bachelors in Law Hyderabad, Telangana Osmania University PG College Of Law
Advocate 

Experienced in Litigation, Recently Acquired Masters De..."
Jennifer Brown,emily.davis@outlook.com,+1-555-1088,"Atlanta, GA","Go, AWS, Windows",5,"Bachelor'S Of Science Bio-Informatics Chandigarh, Chandigarh Panjab University
Advocate 

Newcomer Indian Advocate
Skill Details 
Administration- Exprience - 72 Months
Legal Research- Exprience - 72 Months
Microsoft Office- Exprience - 72 Months
Drafting- Exprience - 72 Monthscompany Details 
Company - District Courts
Description - Key Features

Â¢ Licensed Advocate In Practice From 16-Aug-2012 (Bar Council Of Punjab & Haryana, Chandigarh)",Advocate,"SKILLS â¢ Knows English as native speaker (IELTS Overall 8; Listening 8, Reading 8, Writing 7 and Speaking 8.5); Hindi with bilingual proficiency and Punjabi as native speaker. â¢ Able to communicate clearly and concisely with people of diverse backgrounds and levels of authority. â¢ Exceptional ..."
Christopher Moore,david.kim@company.com,+1-555-1089,"Portland, OR",Rust,4,Be,Advocate,"QUALIFICATION: Introduction to Computer EXTRAEducation Details 
January 2001 to January 2003 Master Law Chennai, Tamil Nadu Dr.Ambedkar Law University
January 1998 to January 2001 Bachelor Law Chennai, Tamil Nadu Dr. Ambedkar Law University
January 1995 to January 1998 Bachelor English Literature..."
Alex Johnson,alex.johnson@gmail.com,+1-555-1090,"San Francisco, CA",Not specified,1,Mba,Advocate,"Skills: Natural Languages: Proficient in English, Hindi and Marathi. Computer skills: Proficient with MS-Office, Internet operation.Education Details 
January 2015 to January 2018 LLB Law Mumbai, Maharashtra Mumbai university
January 2015 B.M.M  Mumbai, Maharashtra S.K.Somaiya College, Mumbai Univ..."
Sarah Chen,sarah.chen@yahoo.com,+1-555-1091,"New York, NY",Not specified,6,Ba,Advocate,"Skills Legal Writing Efficient researcher Legal Education Family Law Criminal Defence Environment law and litigation Business legal issue Banking Law and commercial lawEducation Details 
January 2014 LLM Criminology Pune, Maharashtra University of Pune
January 2012 LLB Law Pune, Maharashtra Univer..."
Michael Rodriguez,michael.r@hotmail.com,+1-555-1092,"Seattle, WA",Go,2,Ma,Advocate,"Good grasping quality and skillful work Education Details 
March 2013 to March 2018 B. A. LL. B. Law Solapur, Maharashtra Solapur University
Advocate 


Skill Details 
Good knowledge of typing as well as many other activities- Exprience - Less than 1 year monthsCompany Details 
company - Dist..."
Emily Davis,emily.davis@outlook.com,+1-555-1093,"Austin, TX",Not specified,3,Mba,Advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Com..."
David Kim,david.kim@company.com,+1-555-1094,"Boston, MA","Go, Windows, REST",3,B.S,Advocate,"TECHNICAL QUALIFICATIONS: â¢ Windows, Ms. OfficeEducation Details 
 LL.B  Guwahati, Assam University Law College, Guwahati University
 B.Sc  Jagiroad, ASSAM, IN Jagiroad College
    Morigaon College
Advocate 

Advocate - Gauhati High Court
Skill Details 
Company Details 
company - Gauhati ..."
Jessica Martinez,alex.johnson@gmail.com,+1-555-1095,"Los Angeles, CA",Not specified,2,Be,Advocate,"Education Details 
 B.Com, LL.B.,   University of Clacutta, University of Burdwan
ADVOCATE 


Skill Details 
Taxation matters Income Tax GST P Tax Accounts- Exprience - Less than 1 year months
Filing of Income Tax Returns GST Returns e-TDS AIR and more- Exprience - Less than 1 year monthsComp..."
Ryan Patel,sarah.chen@yahoo.com,+1-555-1096,"Chicago, IL",Not specified,4,Not specified,Advocate,"Education Details 
 LLB.   Dibrugarh University
Advocate 


Skill Details 
Legal.- Exprience - Less than 1 year monthsCompany Details 
company - Legal.
description - â¢ Advocate"
Amanda Wilson,michael.r@hotmail.com,+1-555-1097,"Denver, CO",Not specified,3,Be,Advocate,"Education Details 
November 2016 to January 2019 Llm Masters in Law Hyderabad, Telangana Sultan Ul Uloom College Of Law
September 2011 to May 2016 BA.llb Bachelors in Law Hyderabad, Telangana Osmania University PG College Of Law
Advocate 

Experienced in Litigation, Recently Acquired Masters De..."
Kevin Lee,emily.davis@outlook.com,+1-555-1098,"Atlanta, GA","Go, AWS, Windows",6,"Bachelor'S Of Science Bio-Informatics Chandigarh, Chandigarh Panjab University
Advocate 

Newcomer Indian Advocate
Skill Details 
Administration- Exprience - 72 Months
Legal Research- Exprience - 72 Months
Microsoft Office- Exprience - 72 Months
Drafting- Exprience - 72 Monthscompany Details 
Company - District Courts
Description - Key Features

Â¢ Licensed Advocate In Practice From 16-Aug-2012 (Bar Council Of Punjab & Haryana, Chandigarh)",Advocate,"SKILLS â¢ Knows English as native speaker (IELTS Overall 8; Listening 8, Reading 8, Writing 7 and Speaking 8.5); Hindi with bilingual proficiency and Punjabi as native speaker. â¢ Able to communicate clearly and concisely with people of diverse backgrounds and levels of authority. â¢ Exceptional ..."
Lisa Thompson,david.kim@company.com,+1-555-1099,"Portland, OR",Rust,1,Be,Advocate,"QUALIFICATION: Introduction to Computer EXTRAEducation Details 
January 2001 to January 2003 Master Law Chennai, Tamil Nadu Dr.Ambedkar Law University
January 1998 to January 2001 Bachelor Law Chennai, Tamil Nadu Dr. Ambedkar Law University
January 1995 to January 1998 Bachelor English Literature..."
James Anderson,alex.johnson@gmail.com,+1-555-1100,"San Francisco, CA",Not specified,2,Mba,Advocate,"Skills: Natural Languages: Proficient in English, Hindi and Marathi. Computer skills: Proficient with MS-Office, Internet operation.Education Details 
January 2015 to January 2018 LLB Law Mumbai, Maharashtra Mumbai university
January 2015 B.M.M  Mumbai, Maharashtra S.K.Somaiya College, Mumbai Univ..."
Maria Garcia,sarah.chen@yahoo.com,+1-555-1101,"New York, NY",Not specified,7,Ba,Advocate,"Skills Legal Writing Efficient researcher Legal Education Family Law Criminal Defence Environment law and litigation Business legal issue Banking Law and commercial lawEducation Details 
January 2014 LLM Criminology Pune, Maharashtra University of Pune
January 2012 LLB Law Pune, Maharashtra Univer..."
Robert Taylor,michael.r@hotmail.com,+1-555-1102,"Seattle, WA",Go,2,Ma,Advocate,"Good grasping quality and skillful work Education Details 
March 2013 to March 2018 B. A. LL. B. Law Solapur, Maharashtra Solapur University
Advocate 


Skill Details 
Good knowledge of typing as well as many other activities- Exprience - Less than 1 year monthsCompany Details 
company - Dist..."
Jennifer Brown,emily.davis@outlook.com,+1-555-1103,"Austin, TX",Not specified,4,Mba,Advocate,"â¢ Hard working â¢ Quick learnerEducation Details 
June 2014 to May 2017 LLB LAW Mumbai, Maharashtra mumbai university
January 2014 B.Com Commerce Mumbai, Maharashtra Mumbai university
January 2011 HSC   Maharashtra board
January 2009 SSC   Maharashtra board
Advocate 


Skill Details 
Com..."
